y,text,text_pt,processed_text,sentiment_label
neutral,"In 2007 , Contempus generated revenue of NOK 69.3 ( approx .","Em 2007, a Contempus gerou receita de NOK 69,3 (aprox.",contempus generate revenue nok approx,2
neutral,The value of the contract is EUR 25mn .,O valor do contrato é de 25 milhões de EUR.,value contract eur mn,2
positive,"Nokia also noted the average selling price of handsets declined during the period , though its mobile phone profit margin rose to more than 22 percent from 13 percent in the year-ago quarter .","A Nokia também observou que o preço médio de venda dos aparelhos caiu durante o período, embora sua margem de lucro no celular tenha subido para mais de 22%, ante 13% no mesmo trimestre do ano anterior.",nokia also note average selling price handset decline period though mobile phone profit margin rise percent percent yearago quarter,0
positive,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,LONDRES MarketWatch - A Nokia nok disse que ganhou um contrato de serviços de cinco anos para administrar as operações de rede da Hutchison Essar em nove locais na Índia.,london marketwatch nokia nok say fiveyear service contract run hutchison essar network operation nine location india,0
neutral,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,Divulgação da Bolsa de Valores 03/10/2011 12:00 A Sanoma publicou seu Relatório Anual e Demonstrações Financeiras de 2010 e seu primeiro Relatório de Responsabilidade Corporativa.,stock exchange release sanoma publish annual report financial statement first corporate responsibility report,2
positive,"The item included restructuring costs of EUR1 .6 m , while a year earlier they were EUR13 .1 m. Diluted EPS stood at EUR0 .3 versus a loss per share of EUR 0.1 .","A rubrica incluía custos de reestruturação de EUR1,6 milhões, enquanto no ano anterior eram de EUR13,1 milhões. O lucro por ação diluído ficou em € 0,3 contra uma perda por ação de € 0,1.",item include restructuring cost eur year earlier eur dilute eps stand eur versus loss per share eur,0
neutral,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,A família de produtos QPR é totalmente compatível com o sistema operacional Windows 7 da Microsoft.,qpr product family fully compatible microsoft window operate system,2
neutral,No financial details of the deployment were disclosed .,Nenhum detalhe financeiro da implantação foi divulgado.,financial detail deployment disclose,2
positive,Componenta 's objective with this agreement is to increase business on its existing production lines .,O objetivo da Componenta com este contrato é aumentar os negócios em suas linhas de produção existentes.,componenta objective agreement increase business exist production line,0
neutral,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .","O escopo de entrega da Outotec inclui projeto, engenharia básica e fornecimento de equipamentos proprietários para uma planta de sinterização com área de grelha de 496 metros quadrados.",outotec scope delivery include design basic engineering supply proprietary equipment sinter plant grate area square meter,2
neutral,`` Directors and shareholders alike should ask why these practices were allowed to continue . '',`` Diretores e acionistas devem perguntar por que essas práticas foram autorizadas a continuar. '',director shareholder alike ask practice allow continue,2
neutral,"In addition , the company is considering the start of production in Russia .","Além disso, a empresa está considerando o início da produção na Rússia.",addition company consider start production russia,2
neutral,"The firm is headquartered in Vantaa , southern Finland and has 16 employees .","A empresa está sediada em Vantaa, sul da Finlândia, e possui 16 funcionários.",firm headquarter vantaa southern finland employee,2
positive,The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,"A empresa também estima que os investimentos já realizados levem a um aumento das vendas líquidas de 2010 a partir de 2009 quando atingiram 141,7 milhões de euros.",company also estimate already carry investment lead increase net sale reach eur million,0
positive,Ramirent s Danish subsidiary Ramirent A-S has today signed an agreement to acquire the business assets of the machinery rental company Jydsk Materiel Udlejning located in West Jutland .,"A subsidiária dinamarquesa da Ramirent, Ramirent A-S, assinou hoje um acordo para adquirir os ativos de negócios da empresa de aluguel de máquinas Jydsk Materiel Udlejning localizada em West Jutland.",ramirent danish subsidiary ramirent today sign agreement acquire business asset machinery rental company jydsk materiel udlejning locate west jutland,0
neutral,"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .","O consórcio de venda inclui fundos administrados pela unidade de capital de risco do OKO Bank, Bio Fund Management e Finnish Industry Investment, um grupo de investimento estatal.",sell consortium include fund manage oko bank venture capital unit bio fund management finnish industry investment governmentowned investment group,2
negative,The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,"A aquisição do + _landsbanken Sverige em 2009 sobrecarregou o desempenho com 3,0 milhões de euros.",acquisition landsbanken sverige burden performance eur mn,1
positive,"In addition to Russia , we now seek additional growth in Ukraine .","Além da Rússia, agora buscamos crescimento adicional na Ucrânia.",addition russia seek additional growth ukraine,0
neutral,"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .","Em 1º de dezembro, Grimaldi adquiriu 1,5 milhão de ações e uma participação de 50,1 por cento na Finnlines.",dec grimaldi acquire million share percent stake finnlines,2
neutral,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,O grupo reiterou sua previsão de que os fabricantes de celulares venderão cerca de 915 milhões de unidades este ano em todo o mundo.,group reiterate forecast handset manufacturer sell around mln unit year globally,2
neutral,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,O casco da embarcação foi construído um bloco de cada vez e a Ruukki entregou o material da placa para cada bloco conforme a construção avançava.,hull vessel build one block time ruukki deliver plate material block construction progress,2
neutral,"The total value of the order , placed by Aspo ' marine transportation subsidiary ESL Shipping Oy , is EUR 60 million ( USD 77.5 m ) .","O valor total do pedido, feito pela ESL Shipping Oy, subsidiária de transporte marítimo da Aspo, é de 60 milhões de euros (77,5 milhões de dólares).",total value order place aspo marine transportation subsidiary esl ship oy eur million usd,2
positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,"A maior parte do aumento nas vendas líquidas deveu-se à aquisição da sueca Silva, que produz ferramentas de jardim e barcos.",increase net sale due acquisition swedish silva produce garden tool boat,0
neutral,"The objective is that trading in the shares will commence on May 2 , 2007 .",O objetivo é que as negociações das ações tenham início em 2 de maio de 2007.,objective trading share commence may,2
positive,Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,"Rautaruukki disse que o grupo de construção YIT lhe concedeu um contrato de 2,5 milhões de euros para fornecer as estruturas de aço para uma nova ponte que atravessa o rio Kemijoki, no norte da Finlândia.",rautaruukki say construction group yit award mln eur contract supply steel structure new bridge span kemijoki river northern finland,0
positive,"Previously , the company anticipated its operating profit to improve over the same period .","Anteriormente, a empresa previa que seu lucro operacional aumentaria no mesmo período.",previously company anticipate operating profit improve period,0
positive,"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .","De acordo com o Diretor Executivo da A-Rehu, Jouko Lahtinen, o projeto irá estabilizar os custos e melhorar a segurança do abastecimento.",accord arehu manage director jouko lahtinen project stabilise cost improve supply security,0
